"RECIPIENT","Recipient","DONOR","Donor","PART","Part","AIDTYPE","Aid type","DATATYPE","Amount type","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.31,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.3,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.62,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.92,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.59,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.94,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.16,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.16,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.15,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.12,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.11,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.13,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.23,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.17,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.14,,
"130","Algeria","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.12,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",39,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",36.94,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",29.15,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",22.16,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",19.97,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",19.88,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",21.9,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",24.32,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",24.29,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",10.11,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",6.75,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",7.5,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",6.19,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",4.34,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",2.6,,
"142","Egypt","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",3.54,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",14.04,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",5.59,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",5.03,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",7.02,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",7.01,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",4.69,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",3.53,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",3.88,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",4.14,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",4.47,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",4.65,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",5.32,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",7.81,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",7.24,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",8.08,,
"540","Iran","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",9.12,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",3.86,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",2.61,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",5.89,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",4.75,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",3.61,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",864.69,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",240.5,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",471.02,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",587.6,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.39,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.44,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.76,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.78,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.45,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",2.49,,
"543","Iraq","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",3.22,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.42,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.52,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.46,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.44,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.2,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.16,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.07,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.09,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.13,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.11,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.08,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.13,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.81,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.58,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.48,,
"549","Jordan","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.78,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.19,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.16,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.15,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.26,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.11,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.36,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",1.44,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",1.63,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",1.39,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.11,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.07,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.15,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.49,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",1.5,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.54,,
"555","Lebanon","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",1.88,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.21,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.11,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.49,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.09,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.17,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.08,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",1.74,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.55,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.17,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.22,,
"133","Libya","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.26,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",1.15,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.76,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.7,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.39,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.89,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.6,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.64,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.33,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.27,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.15,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.17,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.15,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.2,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.19,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.21,,
"136","Morocco","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.26,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",6.48,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",3.47,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",5.35,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",4.13,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",4.98,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",6.23,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",6.44,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",3.15,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",7.17,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",7.95,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",4.8,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",4.83,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",4.37,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",5.5,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",6.99,,
"550","West Bank and Gaza Strip","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",4.78,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.06,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.05,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.07,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.11,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.04,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.04,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.03,,
"566","Saudi Arabia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.06,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.75,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.6,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.55,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.76,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.91,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.76,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.29,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.28,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.32,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.33,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.36,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.4,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",2,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",2.53,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",1.28,,
"573","Syrian Arab Republic","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",2.12,,
"139","Tunisia","1","Austria","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.56,,
